Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,Type 1,Type 2,Type 3,Type 4,Unnamed: 11
22963,64209,44805.38819,support.pt@aspiegel.com,RE : [AppGallery]Problems and suggestions,"Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order to give you the best solution, could you please clarify your request with following information: A description of the issue A screenshot or record video of error When issue happened Your Huawei Id: App Gallery>HMS core>Open then take a screenshot Your phone model SN number of your device App Gallery Version: Huawei App Gallery>Me> About HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About Related app Related app version The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandra *****(PERSON) Customer Support team A *****(PERSON) SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. *****(PERSON) SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:09 To : xxxxx@xxxx.com Subject : [AppGallery]Проблемы и предложения Timestamp: *****(PHONE)-06-28T11:17:39Z Message: AADSTS*****(PHONE): The endpoint only accepts POST requests. Received a GET request. Контактные данные *****(PHONE) Request Id: *****(PHONE)-ae29-*****(PHONE)-bed1-6d*****(PHONE)a400 Correlation Id: bdd986f6-7e0c-4a65-a7dc-1c*****(PHONE)a*****(PHONE)",AppGallery / Other Requests,AppGallery ,Others,,,
22962,64200,44805.38125,support.eu@aspiegel.com,VIP September special CH,how do i become a VIP if i do saw if it's right you have to spend *****(PHONE) CHF every month and i spend over *****(PHONE) CHF i wanted to ask i do i get the VIP for the exclusive monthly offer.,"AppGallery /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,
22962,64225,44805.40833,support.eu@aspiegel.com,RE : VIP September special CH,"Dear customer, Thank you for contacting *****(PERSON). We hope you’re doing well. This email is in regards to your concern about how to become a VIP. Can you please give us more details about the campaign you are trying to participate so we can assist further? -The name/title of the campaign - The activity region/country If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:09 To : xxxxx@xxxx.com Subject : VIP September special CH how do i become a VIP if i do saw if it's right you have to spend *****(PHONE) CHF every month and i spend over *****(PHONE) CHF i wanted to ask i do i get the VIP for the exclusive monthly offer.","AppGallery /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,
22962,64230,44805.4125,support.eu@aspiegel.com,Re: RE : VIP September special CH,"the name: VIP september special CH (vip users only) country : Switzerland ‫בתאריך יום ה׳, 1 בספט׳ *****(PHONE) ב-11:49 מאת <‪xxxxx@xxxx.com‬‏>:‬ Dear customer, Thank you for contacting *****(PERSON). We hope you’re doing well. This email is in regards to your concern about how to become a VIP. Can you please give us more details about the campaign you are trying to participate so we can assist further? -The name/title of the campaign - The activity region/country If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:09 To : xxxxx@xxxx.com Subject : VIP September special CH how do i become a VIP if i do saw if it's right you have to spend *****(PHONE) CHF every month and i spend over *****(PHONE) CHF i wanted to ask i do i get the VIP for the exclusive monthly offer. *****(PHONE)","AppGallery /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,
22962,64411,44805.63194,support.eu@aspiegel.com,RE : VIP September special CH,"Dear customer, We hope you are doing well. We are bringing you an answer regarding your concern. After checks, it seemed that the VIP Campaign page had an issue which is fixed now. In this case, we advise you to click on AppGallery>Campaigns>VIP September Special CH and you will be able to find all the information and the Terms & Conditions at the end. In the Terms &Conditions it is specified: ""5. How to Enter. 5.1 Any user who makes purchases by debit/credit card, direct carrier billing, or PayPal in all games that downloaded from AppGallery/ Game Center may opt to participate in the campaign. 5.2 This offer is only available to Huawei and other Android device users whose unique Huawei ID is registered within the Campaign territory stated in Section 3, where the Participant also resides. The participant's Huawei ID service region and IP address shall also correspond to their country of residence. "" At the end of the campaign Terms & Conditions, you can also find the list of the games. If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela Aspiegel Customer Support team Aspiegel SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. Aspiegel SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:09 To : xxxxx@xxxx.com Subject : VIP September special CH how do i become a VIP if i do saw if it's right you have to spend *****(PHONE) CHF every month and i spend over *****(PHONE) CHF i wanted to ask i do i get the VIP for the exclusive monthly offer.","AppGallery /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,
22962,64425,44805.64931,support.eu@aspiegel.com,Re: RE : VIP September special CH,"if it's fine to ask what's new in september month? ‫בתאריך יום ה׳, 1 בספט׳ *****(PHONE) ב-17:10 מאת <‪xxxxx@xxxx.com‬‏>:‬ Dear customer, We hope you are doing well. We are bringing you an answer regarding your concern. After checks, it seemed that the VIP Campaign page had an issue which is fixed now. In this case, we advise you to click on AppGallery>Campaigns>VIP September Special CH and you will be able to find all the information and the Terms & Conditions at the end. In the Terms &Conditions it is specified: ""5. How to Enter. 5.1 Any user who makes purchases by debit/credit card, direct carrier billing, or PayPal in all games that downloaded from AppGallery/ Game Center may opt to participate in the campaign. 5.2 This offer is only available to Huawei and other Android device users whose unique Huawei ID is registered within the Campaign territory stated in Section 3, where the Participant also resides. The participant's Huawei ID service region and IP address shall also correspond to their country of residence. "" At the end of the campaign Terms & Conditions, you can also find the list of the games. If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela Aspiegel Customer Support team Aspiegel SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. Aspiegel SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:09 To : xxxxx@xxxx.com Subject : VIP September special CH how do i become a VIP if i do saw if it's right you have to spend *****(PHONE) CHF every month and i spend over *****(PHONE) CHF i wanted to ask i do i get the VIP for the exclusive monthly offer. *****(PHONE)","AppGallery /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,
22962,64469,44805.72361,support.eu@aspiegel.com,Reply,"Dear user, Thank you for your cooperation. To build better game experience, we build discord channel to update you the latest game campaign, discount activities, and provide you direct services. We recommend you to use our discord channel therefore, you can directly contact our dedicated game operation staff through discord channel. Here is the discord link that serves your country (Switzerland): https://discord.gg/daCXQNc4Q We hope this information is useful and that it will solve your problem. If you have any further questions, please do not hesitate to reply to this e-mail and we will be happy to help you resolve your doubts. Sincerely, Madalin Aspiegel Customer Support team Aspiegel SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. Aspiegel SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries.","AppGallery /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery ,Others,,,
22959,64193,44805.36806,support.pt@aspiegel.com,g[AppGallery]Problems and suggestions[Ap[AppGallery]Problems and suggestionsspGallery]Problems and suggestions,Description No certificates found. Contact information Axxxxx@xxxx.com,AppGallery / Suggestions &amp; Feedback,AppGallery ,Problem/Fault,General,Security issue / malware,
22959,64406,44805.62361,support.pt@aspiegel.com,RE : [AppGallery]Problems and suggestions[AppGallery]Problems and suggestions,"Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order to give you the best solution, could you please clarify your request with following information: 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App Gallery>HMS core>Open then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App Gallery>Me> About 8. HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, *****(PERSON) Customer Support team A *****(PERSON) SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. *****(PERSON) SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 08:50 To : xxxxx@xxxx.com Subject : [AppGallery]Problem och förslag Beskrivning Inga certifikat hittades. Kontaktinformation Axxxxx@xxxx.com",AppGallery / Suggestions &amp; Feedback,AppGallery ,Others,,,
22956,64184,44805.35764,support.eu@aspiegel.com,Cashback problem,"Hello, I am sending you this message because I did not receive any cashback on an offer available with a photo to support it, the bot was unable to help me and sent me back to you. The problem is not recurring, it happened on August 28 Huawei id: *****(PHONE) Thank you Matteo CONVERT",AppGallery / Unable to claim the prize/points/coupons,AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,
22956,64195,44805.37083,support.eu@aspiegel.com,RE: Cashback problem,"Dear Matteo, Thank you for contacting Aspiegel. We hope you are doing well. *****(LOC) email is about your request regarding cashback for in-game purchases. To improve the gaming experience, we have created a discord channel to keep you updated on the latest gaming campaigns, discount activities and to provide you with direct services. We recommend that you contact us via the discord channel: https://discord.gg/3BtJJqHCPe from your computer directly. Our colleagues are the most qualified and will be happy to help you. If you have any further questions, feel free to reply to this email and we will be happy to help you resolve your doubts. Sincerely, Stela Aspiegel Customer Support Team Aspiegel SE is a company incorporated under the laws of *****(LOC) with its headquarters in Dublin, *****(LOC). Aspiegel SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in Europe, *****(LOC), *****(LOC), New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 09:35 To : xxxxx@xxxx.com Subject : Cashback problem Hello, I am sending you this message because I did not receive any cashback on an offer available with a photo to support it, the bot was unable to help me and sent me back to you. The problem is not recurring, it happened on August 28 Huawei id : *****(PHONE) Thank you Matteo CONVERT",AppGallery / Unable to claim the prize/points/coupons,AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,
22948,64155,44805.33194,support.pt@aspiegel.com,[AppGallery]Problems and suggestions,Description Versionproblem Contact information xxxxx@xxxx.com,AppGallery / Other Requests,AppGallery ,Others,,,
22948,64157,44805.33611,support.pt@aspiegel.com,RE : [AppGallery]Problems and suggestions,"Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order to give you the best solution, could you please clarify your request with following information: A description of the issue A screenshot or record video of error When issue happened Your Huawei Id: App Gallery>HMS core>Open then take a screenshot Your phone model SN number of your device App Gallery Version: Huawei App Gallery>Me> About HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About Related app Related app version The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandra *****(PERSON) Customer Support team A *****(PERSON) SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. *****(PERSON) SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 08:58 To : xxxxx@xxxx.com Subject : [AppGallery]Problémák és javaslatok Leírás Versionproblem Névjegy információk xxxxx@xxxx.com",AppGallery / Other Requests,AppGallery ,Others,,,
22944,64148,44805.27708,support.eu@aspiegel.com,Aspiegel Support issue submit,Product: AppGallery & Games Requests: Refund request: In-App Purchase not received Contact Full Name: *****(PER) Valencia Phone Number: +*****(PHONE) Contact Email Address: xxxxx@xxxx.com Huawei Id Account: xxxxx@xxxx.com Summary of the issue: Compra realizada y descontada pero no me llegó nada al juego Home | News | Events | Products | Partners | Support Copyright Aspiegel SE,AppGallery /  Refund request: unwanted subscription/ item/ app,AppGallery ,Problem/Fault,Third Party APPs,Refund,
22944,64216,44805.39722,support.eu@aspiegel.com,RE : Aspiegel Support issue submit,"Dear *****(PER), Thank you for contacting Aspiegel. I hope all is well with you. This email is regarding your concern about “In-App Purchase Not Received”. I am happy to assist you with your issue and will do my best to help you. Do you want to receive the purchased item or a refund? If you want to receive the item: The best solution would be for you to contact the game's customer service, as the developers are the only ones who can send the items directly. If you want to receive a refund: You should contact the developer of the app in question to accept the refund in writing. We have verified in our system that your Huawei ID account has been registered elsewhere. Therefore, we do not have access to your account information. You will need to contact the customer service in your region. Please access this link https://consumer.huawei.com/en/support/contact-us/ and check the customer service in your country. Sincerely, *****(PER) Customer Support team Aspiegel SE is a company incorporated under the laws of *****(LOC) with its headquarters in *****(LOC), *****(LOC). Aspiegel SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in Europe, Canada, *****(LOC), New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 07:39 To : xxxxx@xxxx.com Subject : Aspiegel Support issue submit Product: AppGallery & Games Requests: Refund request: In-App Purchase not received Contact Full Name: *****(PER) Nicolas Espinosa Valencia Phone Number: +*****(PHONE) Contact Email Address: xxxxx@xxxx.com Huawei Id Account: xxxxx@xxxx.com Summary of the issue: Purchase made and discounted but nothing arrived in the game Home | News | Events | Products | Partners | Support Copyright Aspiegel SE",AppGallery /  Refund request: unwanted subscription/ item/ app,AppGallery ,Problem/Fault,Third Party APPs,Refund,
22943,64147,44805.20972,support.pt@aspiegel.com,[AppGallery]Problems and suggestions,Description How to installed Contact information Txxxxx@xxxx.com Sent from my Huawei phone,AppGallery / Other Requests,AppGallery ,Suggestion,General,Others,
22943,64213,44805.39514,support.pt@aspiegel.com,RE : [AppGallery]Problems and suggestions,"Dear customer, Thank you for contacting *****(PERSON). We hope you are doing well. This email is in regards to your concern about your AppGallery issue. In order to be able to further investigate it, can you please provide us with the following: 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App Gallery>HMS core>Open then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App Gallery>Me> About 8. HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery Thank you for your cooperation. For further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela *****(PERSON) Customer Support team A *****(PERSON) SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. *****(PERSON) SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 06:02 To : xxxxx@xxxx.com Subject : [AppGallery]Problems and suggestions Description How to installed Contact information Txxxxx@xxxx.com Sent from my Huawei phone",AppGallery / Other Requests,AppGallery ,Others,,,
22938,64257,44805.44722,support.pt@aspiegel.com,RE: [AppGallery]Problems and suggestions,"Dear customer, Thank you for contacting Aspiegel. We hope you are well. In order to provide you with the best solution, we request the following information: 1. A description of the problem. 2. A screenshot or video recording of the error. 3. The time when the problem occurred. 4. Your Huawei ID: AppGallery>HMS core>Open then take a screenshot. 5. Your phone model. 6. Your device SN number. 7. AppGallery version: Huawei AppGallery>Me> About. 8. HMS Core Version: Huawei AppGallery>HMS core>Open>Settings>About. 9. Associated app. 10. Associated app version. 11. AppGallery registry If you have any further questions, please feel free to reply to this email and we will be happy to help clarify your doubts. With respect, Claudiu Aspiegel Customer Support team A Aspiegel SE is a second-year company established in Ireland, with headquarters in Dublin, Ireland. Aspiegel SE is a provider of Huawei Mobile Services for Huawei and Honor device owners in Europe, Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 00:22 To : xxxxx@xxxx.com Subject : [AppGallery]Problems and suggestions Description my messages do not go to the address book Contact information *****(PHONE) Sent from my phone",AppGallery / Suggestions &amp; Feedback,AppGallery ,Suggestion,General,Others,
22935,64164,44805.34306,support.eu@aspiegel.com,Problems and suggestions,"Dear customer, thank you for choosing *****(PERSON). We hope that you are doing well. I am glad to assist you with your inquiry and I will do my best to help you with your problem. Perform the following to troubleshoot: Clear the cache data of Google Play Store and Google Play services:（Note:This action will clear your Google account data. It is recommended that you back up the data before doing so. Open Settings, search for Apps, go to More > Show system processes, and touch Google Play Store. Then go to Storage > CLEAR DATA. Repeat the steps for Google Play services. Check whether your phone has a good network connection. It is recommended that you download the app in a good network environment. Check whether Digital balance/Student mode is enabled. If yes, open Settings, search for Digital balance or Student mode, disable it, and try again. Restart the device. Please do not hesitate to contact us if we can be your further assistance. With kind regards, Marian *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 23:13 To : xxxxx@xxxx.com Subject : [AppGallery]Problems and suggestions am finding it very difficult to access my Google play Store up Sent from my HONOR phone",AppGallery / Other Requests,AppGallery ,Suggestion,General,Others,
22931,64270,44805.46667,support.pt@aspiegel.com,Sending redeemed rewards,"Dear Hugo Brito, We recommend that you contact us via the discord channel https://discord.gg/tkYZC5CAGu from your computer desktop directly. If you experience any difficulties using discord or would prefer us to handle the matter, please provide us with the following information for further investigation: 1. Your Huawei ID 2. Your country of service AppGallery > Me > Settings > Country 2. The name of the game application 3. The name of the campaign you participated in 4. Describe how many Points/HUAWEI/Coupon/Price were allocated to you 5. Contact information for your discordant account, if applicable If you have any other If you have any questions, please feel free to reply to this email thread and we will be happy to help you with your queries. Kind regards, Marian Aspiegel Customer Support Team Aspiegel SE is a company incorporated under the laws of Ireland, with its registered office in Dublin, Ireland. Aspiegel SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in Europe, Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 21:53 To : xxxxx@xxxx.com Subject : Sending redeemed reward Good evening, During your summer contest held in the app gallery , having downloaded the apps and collected the points necessary to redeem the prize I wanted, I asked what the expected delivery date would be. I attach a photo of the respective award. Kind regards, Hugo Brito *****(PHONE) Get Outlook for Android","AppGallery /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,
22931,64278,44805.46944,support.pt@aspiegel.com,Re: Sending redeemed rewards,"Good morning, I don't have a computer Get Outlook for Android From: xxxxx@xxxx.com Sent: Thursday, September 1, *****(PHONE) 11:12:40 AM To: xxxxx@xxxx.com Subject: Sending redeemed reward Dear Hugo Brito, We recommend that you contact us via the discord channel https://discord.gg/tkYZC5CAGu from your computer desktop directly. If you experience any difficulties using discord or would prefer us to handle the matter, please provide us with the following information for further investigation: 1. Your Huawei ID 2. Your country of service AppGallery > Me > Settings > Country 2. The name of the game application 3. The name of the campaign you participated in 4. Describe how many Points/HUAWEI/Coupon/Price were allocated to you 5. Contact information for your discordant account, if applicable If you have any other If you have any questions, please feel free to reply to this email thread and we will be happy to help you with your queries. Kind regards, Marian Aspiegel Customer Support Team Aspiegel SE is a company incorporated under the laws of Ireland, with its registered office in Dublin, Ireland. Aspiegel SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in Europe, Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 21:53 To : xxxxx@xxxx.com Subject : Sending redeemed reward Good evening, During your summer contest held in the app gallery , having downloaded the apps and collected the points necessary to redeem the prize I wanted, I asked what the expected delivery date would be. I attach a photo of the respective award. Kind regards, Hugo Brito *****(PHONE) Get Outlook for Android *****(PHONE)","AppGallery /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,
22931,64290,44805.49097,support.pt@aspiegel.com,RE: Sending redeemed rewards,"Dear Hugo Brito, Thank you for your feedback and quick response. In this case, in order to be able to assist you, we will need the following information from you: 1. Your Huawei ID 2. Your country of service AppGallery > Me > Settings > Country 2. The name of the game app 3. The name of the campaign you participated in 4. Describe how many Points/HUAWEI/Coupon/Price were allocated to you 5. Contact information for your discordant account, if applicable If you have any other questions, please feel free to reply to this thread email us and we will be happy to clarify your doubts. Kind regards, Marian Aspiegel Customer Support Team Aspiegel SE is a company incorporated under the laws of Ireland, with its registered office in Dublin, Ireland. Aspiegel SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in Europe, Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 12:16 To : xxxxx@xxxx.com Subject : Re: Sending redeemed reward Good morning, I don't have a computer Get Outlook for Android From: xxxxx@xxxx.com Sent: Thursday, September 1, *****(PHONE) 11:12:40 AM To: xxxxx@xxxx.com Subject: Sending redeemed reward Dear Hugo Brito, We recommend that you enter Contact us through the discord channel https://discord.gg/tkYZC5CAGu from your computer desktop directly. If you experience any difficulties using discord or would prefer us to handle the matter, please provide us with the following information for further investigation: 1. Your Huawei ID 2. Your country of service AppGallery > Me > Settings > Country 2. The name of the game application 3. The name of the campaign you participated in 4. Describe how many Points/HUAWEI/Coupon/Price were allocated to you 5. Contact information for your discordant account, if applicable If you have any other If you have any questions, please feel free to reply to this email thread and we will be happy to help you with your queries. Kind regards, Marian Aspiegel Customer Support Team Aspiegel SE is a company incorporated under the laws of Ireland, with its registered office in Dublin, Ireland. Aspiegel SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in Europe, Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 21:53 To : xxxxx@xxxx.com Subject : Sending redeemed reward Good evening, During your summer contest held in the app gallery , having downloaded the apps and collected the points necessary to redeem the prize I wanted, I asked what the expected delivery date would be. I attach a photo of the respective award. Kind regards, Hugo Brito *****(PHONE) Get Outlook for Android *****(PHONE)","AppGallery /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,
22931,64537,44805.85,support.pt@aspiegel.com,Re: RE: Sending redeemed rewards,"Where do I see Huawei identification. Hugo Brito *****(PHONE) Portugal (the app gallery service) The contest was the summer one redeemed in time There were 90 points to claim the huawey mini speaker whose photo I attached Get Outlook for Android From: xxxxx@xxxx.com Sent : Thursday, September 1, *****(PHONE) 11:47:04 AM To: xxxxx@xxxx.com Subject: RE : Sending redeemed reward Dear Hugo Brito, Thank you for your feedback and your quick response . In this case, in order to be able to assist you, we will need the following information from you: 1. Your Huawei ID 2. Your country of service AppGallery > Me > Settings > Country 2. The name of the game app 3. The name of the campaign you participated in 4. Describe how many Points/HUAWEI/Coupon/Price were allocated to you 5. Contact information for your discordant account, if applicable If you have any other questions, please feel free to reply to this thread email us and we will be happy to clarify your doubts. Kind regards, Marian Aspiegel Customer Support Team Aspiegel SE is a company incorporated under the laws of Ireland, with its registered office in Dublin, Ireland. Aspiegel SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in Europe, Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 12:16 To : xxxxx@xxxx.com Subject : Re: Sending redeemed reward Good morning, I don't have a computer Get Outlook for Android From: xxxxx@xxxx.com Sent: Thursday, September 1, *****(PHONE) 11:12:40 AM To: xxxxx@xxxx.com Subject: Sending redeemed reward Dear Hugo Brito, We recommend that you enter Contact us through the discord channel https://discord.gg/tkYZC5CAGu from your computer desktop directly. If you experience any difficulties using discord or would prefer us to handle the matter, please provide us with the following information for further investigation: 1. Your Huawei ID 2. Your country of service AppGallery > Me > Settings > Country 2. The name of the game application 3. The name of the campaign you participated in 4. Describe how many Points/HUAWEI/Coupon/Price were allocated to you 5. Contact information for your discordant account, if applicable If you have any other If you have any questions, please feel free to reply to this email thread and we will be happy to help you with your queries. Kind regards, Marian Aspiegel Customer Support Team Aspiegel SE is a company incorporated under the laws of Ireland, with its registered office in Dublin, Ireland. Aspiegel SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in Europe, Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 21:53 To : xxxxx@xxxx.com Subject : Sending redeemed reward Good evening, During your summer contest held in the app gallery , having downloaded the apps and collected the points necessary to redeem the prize I wanted, I asked what the expected delivery date would be. I attach a photo of the respective award. Kind regards, Hugo Brito *****(PHONE) Get Outlook for Android *****(PHONE) *****(PHONE)","AppGallery /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,
22928,64311,44805.52222,support.de@aspiegel.com,RE : Update,"Dear Customer, Thank you for contacting *****(PER). We hope you are well. This email is regarding your inquiry regarding the app. In order for us to assist you as quickly as possible, please send us the following details: - Your Huawei ID - The name of the app - A screenshot of the app and the technical issue you are experiencing If you have any further questions, feel free to reply to this email thread and we will be happy to assist you. Kind regards, Andrea *****(PER) Customer Service *****(PER) SE is a company incorporated under the laws of Ireland with its registered office at *****(LOC), *****(LOC). *****(PER) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), *****(LOC), *****(LOC), *****(LOC) and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 21:28 To : xxxxx@xxxx.com Subject : AW:Update Thank you very much for the quick reply. I don't want to install an app. The app is already installed and when I click on it, the app doesn't open. I don't get any error message either. Best regards *****(PER) Sent from my phone -------- Original message -------- From: xxxxx@xxxx.com Date: Wed, Aug 31 *****(PHONE), 21:11 To: xxxxx@xxxx.com Subject: RE : Update Dear Customer, Thank you for contacting *****(PER). We hope you are well. This email is regarding your inquiry regarding App Gallery or Quick Apps. Please follow the steps below: 1. On the HUAWEI Vision home screen, go to All Apps > App Gallery. 2. Enter the name of the app you want to download in the text input field. 3. Select the corresponding app and click OK. For more information, please refer to the following guide: Quick Apps: https://consumer.huawei.com/en/support/content/en-us*****(PHONE)/ App Gallery: https://consumer.huawei.com/en/support/content/en-us*****(PHONE)/ Apps by Region: https://consumer.huawei.com/en/support/content/en-us*****(PHONE)/ If you have any further questions, please feel free to reply to this email thread and we will be happy to help you. Best regards, Andrea *****(PER) Customer Service *****(PER) SE is a company incorporated under the laws of Ireland with its registered office at *****(LOC), *****(LOC). *****(PER) SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in *****(LOC), *****(LOC), *****(LOC), *****(LOC) and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 19:21 To : xxxxx@xxxx.com Subject : Update Good evening. After yesterday's update of my Huawei Mate 20 Lite, I can no longer open an app. I urgently need help and the chat couldn't help me. I look forward to a quick response. Thank you very much. Kind regards *****(PER) *****(PHONE)",AppGallery / Other Requests,AppGallery ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery,
